case,set_name,context,target,top_prediction,loss,entropy,max_prob,probe_score
probe_catch,ood_python," get(self, key, default=None):\n        return self.items.get(key, default)\n\nfor epoch in range(3[[)]]:\n    loss = mo",')','\n',20.81879234313965,0.7530820369720459,0.509806752204895,0.8707044261696741
probe_catch,ood_python," get(self, key, default=None):\n        return self.items.get(key, default)\n\nfor epoch in range(3[[)]]:\n    loss = mo",')',' ',19.869728088378903,0.6508975625038147,0.7877038717269897,0.8602163952681908
probe_catch,ood_char_shuffle,"ioRgm yr,onrgm tooslnh  uiha ,gnottaeta  ulm'o \n Ae   giemgd?dirrgibsd.yle hbpitan  h\n\n NeasAsGR[[t]]hTri.sd\n,Ofs :m",'t','E',18.383161544799805,0.0157109200954437,0.9982435703277588,0.9578504960809687
probe_catch,ood_python," get(self, key, default=None):\n        return self.items.get(key, default)\n\nfor epoch in range(3[[)]]:\n    loss = mo",')',' ',17.436582565307617,0.8203922510147095,0.7003092169761658,0.8568068578085377
probe_catch,ood_python," get(self, key, default=None):\n        return self.items.get(key, default)\n\nfor epoch in range(3[[)]]:\n    loss = mo",')',' ',17.036848068237305,0.925294816493988,0.5531095862388611,0.8532979323272298
probe_miss,ood_python,"   optimizer.zero_grad()\n    loss.backward()\n    optimizer.step()\n\nwith open(path, 'r', encoding[[=]]'utf-8') as han",'=',' ',24.173917770385746,1.024582028388977,0.764187753200531,0.38431574829841925
probe_miss,ood_python,"   optimizer.zero_grad()\n    loss.backward()\n    optimizer.step()\n\nwith open(path, 'r', encoding[[=]]'utf-8') as han",'=',' ',23.717973709106445,1.062901258468628,0.7519645094871521,0.3474869121646762
probe_miss,ood_python,"otal for v in values]\n\nclass Cache:\n    def __init__(self):\n        self.items = {}\n\n    def get[[(]]self, key, defa",'(',' ',22.386978149414062,0.4255070090293884,0.92209792137146,0.17251198955448563
probe_miss,ood_python,"otal for v in values]\n\nclass Cache:\n    def __init__(self):\n        self.items = {}\n\n    def get[[(]]self, key, defa",'(',' ',22.265295028686523,0.5150982737541199,0.8939337134361267,0.18010363817132702
probe_miss,ood_python,"otal for v in values]\n\nclass Cache:\n    def __init__(self):\n        self.items = {}\n\n    def get[[(]]self, key, defa",'(',' ',22.165563583374023,0.6315275430679321,0.8555247187614441,0.18391483891142182
